"DayOfWeek","Area ID","Reporting District","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay","InjuryStatus","AtIntersection ","CollisionType"
6,19,1985,52,"M","H",101,231916167,11,21,0,"1 - Injury","Yes","Veh vs Ped"
7,16,1606,61,"M","W",101,231613982,11,21,1,"0 - No Injury","No","Veh vs Veh"
5,21,2101,22,"M","O",101,232115982,11,19,1,"0 - No Injury","No","Veh vs Fixed Object"
6,21,2118,70,"F","O",101,232116013,11,16,0,"1 - Injury","No","Veh vs Veh"
7,21,2177,32,"F","H",101,232116047,11,13,0,"1 - Injury","Yes","Veh vs Veh"
1,21,2183,22,"M","O",102,232116081,11,0,1,"0 - No Injury","Yes","Veh vs Fixed Object"
3,1,142,29,"M","B",101,230123564,11,1,1,"0 - No Injury","No","Veh vs Parked Veh"
6,19,1959,22,"M","H",101,231916168,11,20,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
3,20,2027,26,"M","H",101,232013859,8,15,0,"0 - No Injury","Yes","Veh vs Veh"
1,20,2021,39,"M","H",101,232014037,8,19,1,"1 - Injury","Yes","Veh vs Veh"
4,8,851,33,"F","O",101,230816697,11,15,2,"1 - Injury","Yes","Veh vs Veh"
2,19,1972,26,"F","B",101,231916399,10,20,17,"1 - Injury","Yes","Veh vs Veh"
6,1,151,36,"M","H",101,230123767,11,23,1,"0 - No Injury","No","Veh vs Fixed Object"
1,1,158,48,"M","A",101,230123922,11,23,1,"1 - Injury","Yes","Veh vs Ped"
5,2,201,34,"F","H",101,230220267,11,9,1,"1 - Injury","No","Veh vs Veh"
3,13,1313,49,"F","H",101,231320245,11,11,0,"1 - Injury","No","Veh vs Ped"
3,1,164,21,"M","H",101,230123994,11,8,0,"0 - No Injury","Yes","Veh vs Veh"
5,1,124,40,"M","W",108,230124185,11,5,0,"0 - No Injury","No","Veh vs Fixed Object"
5,1,153,54,"M","H",101,230124209,11,17,0,"0 - No Injury","No","Veh vs Veh"
7,17,1794,21,"M","O",101,231717501,11,18,0,"1 - Injury","Yes","Veh vs Veh"
6,2,219,58,"M","W",101,230221106,11,20,13,"1 - Injury","No","Veh vs Bike"
4,20,2055,49,"M","H",101,232017942,11,19,1,"1 - Injury","No","Veh vs Veh"
2,18,1822,41,"M","B",101,231819309,11,19,0,"1 - Injury","Yes","Veh vs Veh"
7,9,964,54,"M","H",101,230916263,11,19,1,"0 - No Injury","No","Veh vs Veh"
5,6,637,42,"M","H",101,230617910,11,0,0,"0 - No Injury","No","Veh vs Parked Veh"
5,4,449,19,"F","H",101,230414241,11,18,1,"1 - Injury","Yes","Veh vs Veh"
5,15,1545,26,"M","W",101,231517058,11,14,2,"0 - No Injury","Yes","Veh vs Veh"
1,9,939,43,"M","O",101,230916288,11,16,0,"0 - No Injury","No","Veh vs Veh"
6,10,1039,51,"M","H",101,231015762,11,22,1,"1 - Injury","No","Veh vs Parked Veh"
5,17,1795,78,"M","O",121,231717579,10,14,20,"0 - No Injury","No","Veh vs Fixed Object"
4,12,1269,31,"M","H",101,231223167,11,11,0,"0 - No Injury","Unknown","Veh vs Veh"
4,15,1506,22,"M","O",101,231517670,11,13,0,"0 - No Injury","Yes","Veh vs Veh"
7,3,337,57,"M","B",101,230319868,11,1,11,"1 - Injury","Yes","Veh vs Other Object"
4,19,1991,22,"M","H",101,231916651,11,1,0,"0 - No Injury","Yes","Veh vs Parked Veh"
3,16,1653,23,"F","H",101,231614067,11,15,0,"1 - Injury","Yes","Veh vs Veh"
6,9,941,36,"M","O",101,230916455,11,1,0,"1 - Injury","No","Veh vs Ped"
3,1,112,67,"M","A",101,230123567,11,3,1,"1 - Injury","No","Veh vs Veh"
5,14,1405,62,"M","W",101,231420037,11,12,0,"1 - Injury","No","Veh vs Ped"
6,1,123,36,"F","H",101,230123769,11,22,1,"1 - Injury","Yes","Veh vs Veh"
5,4,461,60,"F","H",101,230414232,11,9,0,"1 - Injury","Yes","Veh vs Ped"
6,15,1526,25,"M","H",101,231517057,11,23,1,"1 - Injury","No","Veh vs Fixed Object"
2,21,2197,46,"M","H",101,232116405,11,7,0,"0 - No Injury","No","Veh vs Veh"
6,21,2183,47,"F","W",101,232116494,10,7,26,"1 - Injury","Unknown","Veh vs Veh"
6,1,192,22,"M","O",101,230107650,2,20,1,"0 - No Injury","No","Veh vs Parked Veh"
7,1,162,32,"M","H",101,230107338,2,21,2,"1 - Injury","No","Unknown"
3,1,195,60,"M","W",101,230107615,1,16,31,"1 - Injury","Yes","Veh vs Veh"
6,1,185,31,"M","H",101,230107632,2,18,0,"1 - Injury","Yes","Veh vs Veh"
3,2,299,48,"M","A",101,230206180,2,17,1,"0 - No Injury","Yes","Veh vs Veh"
7,2,201,47,"M","O",101,230206337,2,22,1,"1 - Injury","No","Veh vs Veh"
5,2,221,25,"M","O",103,230206597,2,23,1,"0 - No Injury","Yes","Veh vs Fixed Object"
6,2,246,29,"M","H",101,230206625,2,16,0,"0 - No Injury","No","Veh vs Veh"
1,4,449,20,"M","H",101,230405645,2,23,1,"0 - No Injury","Yes","Veh vs Veh"
6,4,445,57,"F","W",101,230405801,2,18,0,"0 - No Injury","Yes","Veh vs Veh"
3,2,289,40,"M","H",101,230206502,2,18,1,"1 - Injury","Yes","Veh vs Veh"
4,5,557,29,"M","H",101,230505926,2,3,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
2,4,445,99,"M","H",101,230405688,2,13,1,"0 - No Injury","Yes","Veh vs Veh"
6,1,195,27,"M","H",101,230107616,2,16,0,"1 - Injury","Yes","Veh vs Veh"
7,6,666,54,"F","W",101,230606064,2,15,0,"0 - No Injury","No","Veh vs Parked Veh"
1,7,765,25,"M","B",101,230704144,1,2,3,"0 - No Injury","No","Veh vs Veh"
7,7,747,62,"M","W",101,230704582,1,8,0,"0 - No Injury","No","Veh vs Veh"
5,2,275,35,"F","H",101,230220654,11,9,0,"1 - Injury","Yes","Veh vs Veh"
4,8,819,23,"M","O",102,230805879,2,15,0,"1 - Injury","No","Veh vs Fixed Object"
2,2,265,30,"M","O",101,230221156,11,10,4,"0 - No Injury","No","Veh vs Parked Veh"
1,9,923,45,"F","H",101,230905869,2,21,1,"1 - Injury","No","Veh vs Parked Veh"
6,11,1124,30,"F","W",101,231105831,2,20,1,"0 - No Injury","No","Veh vs Parked Veh"
7,11,1172,26,"F","H",108,231106107,2,8,0,"1 - Injury","Yes","Veh vs Ped"
7,12,1233,43,"M","H",101,231205223,1,21,1,"0 - No Injury","Unknown","Veh vs Veh"
1,9,923,19,"M","H",101,230905868,2,21,1,"0 - No Injury","No","Veh vs Veh"
5,10,1023,56,"M","W",101,231006096,2,8,0,"0 - No Injury","Yes","Veh vs Veh"
5,8,897,59,"M","W",101,230806330,2,16,0,"1 - Injury","Yes","Veh vs Veh"
1,12,1203,50,"F","B",101,231207061,2,18,0,"1 - Injury","No","Veh vs Ped"
6,13,1351,28,"F","H",101,231306387,2,17,5,"0 - No Injury","Yes","Veh vs Parked Veh"
5,13,1311,34,"M","H",101,231306434,2,13,0,"0 - No Injury","No","Veh vs Veh"
6,13,1317,28,"M","W",101,231306491,2,18,0,"1 - Injury","Yes","Veh vs Veh"
7,13,1391,44,"M","H",101,231306541,2,23,1,"1 - Injury","Yes","Veh vs Veh"
4,12,1211,24,"M","B",101,231222737,11,9,0,"1 - Injury","Yes","Veh vs Veh"
6,13,1313,31,"M","W",101,231306845,2,17,0,"0 - No Injury","No","Veh vs Train"
5,14,1409,57,"M","O",101,231405928,2,19,0,"1 - Injury","No","Veh vs Veh"
4,15,1545,39,"M","W",101,231506209,2,12,0,"0 - No Injury","Yes","Veh vs Veh"
6,14,1467,39,"F","H",101,231405970,2,11,0,"1 - Injury","Yes","Veh vs Veh"
7,13,1351,34,"M","H",101,231306612,2,13,2,"0 - No Injury","No","Veh vs Parked Veh"
7,13,1371,99,"M","O",101,231306854,2,0,0,"0 - No Injury","No","Veh vs Fixed Object"
7,13,1347,35,"M","H",101,231306506,2,1,0,"0 - No Injury","Yes","Veh vs Parked Veh"
6,14,1467,60,"M","B",101,231406294,2,20,1,"0 - No Injury","No","Veh vs Parked Veh"
5,17,1751,55,"M","H",101,231705780,2,10,0,"1 - Injury","No","Veh vs Veh"
6,18,1842,60,"M","H",101,231806170,2,23,1,"1 - Injury","Unknown","Veh vs Ped"
2,13,1363,21,"M","H",101,231320494,11,8,0,"0 - No Injury","No","Veh vs Parked Veh"
3,21,2173,63,"F","W",101,232105922,2,18,1,"1 - Injury","No","Veh vs Ped"
7,21,2156,77,"M","W",101,232106030,2,20,5,"1 - Injury","Yes","Veh vs Veh"
5,9,932,60,"M","W",101,230906076,2,12,0,"0 - No Injury","Yes","Veh vs Veh"
7,10,1047,24,"F","H",102,231015532,11,20,2,"1 - Injury","No","Veh vs Fixed Object"
4,1,174,99,"M","H",101,230107491,2,9,0,"0 - No Injury","No","Veh vs Fixed Object"
1,1,192,27,"M","A",101,230107703,2,21,0,"0 - No Injury","No","Veh vs Veh"
1,17,1735,23,"M","O",101,231705885,2,22,1,"0 - No Injury","No","Veh vs Fixed Object"
4,20,2081,42,"F","A",101,232005834,2,21,1,"0 - No Injury","No","Veh vs Veh"
7,20,2062,51,"F","A",101,232005622,2,13,0,"1 - Injury","Yes","Veh vs Veh"
2,7,732,30,"M","H",101,230706532,2,11,0,"0 - No Injury","Yes","Veh vs Veh"
2,8,889,32,"F","W",101,230806542,2,13,1,"0 - No Injury","Yes","Veh vs Veh"
2,20,2034,56,"F","H",101,232006400,2,6,0,"1 - Injury","No","Veh vs Veh"
7,13,1371,40,"M","H",101,231306853,2,0,0,"1 - Injury","No","Veh vs Parked Veh"
1,3,308,28,"F","H",102,230306940,2,2,0,"1 - Injury","No","Veh vs Fixed Object"
4,15,1515,99,"M","H",101,231517680,11,19,0,"0 - No Injury","No","Veh vs Parked Veh"
3,6,639,41,"F","O",101,230617797,11,10,0,"0 - No Injury","No","Veh vs Veh"
5,1,112,64,"M","A",101,230107933,3,7,0,"0 - No Injury","Yes","Veh vs Veh"
2,13,1371,37,"M","H",101,231306959,2,18,0,"0 - No Injury","No","Veh vs Veh"
3,13,1351,72,"F","H",101,231307020,2,19,0,"1 - Injury","No","Veh vs Ped"
4,19,1919,35,"M","H",101,231906519,3,20,1,"0 - No Injury","No","Veh vs Veh"
6,11,1162,25,"M","O",108,231106320,3,1,0,"0 - No Injury","No","Veh vs Fixed Object"
3,1,165,32,"M","B",101,230107843,2,3,0,"1 - Injury","Yes","Veh vs Veh"
6,5,513,67,"M","A",101,230506314,3,23,1,"1 - Injury","Yes","Veh vs Veh"
5,21,2118,19,"M","A",101,232106017,2,16,0,"1 - Injury","No","Veh vs Veh"
3,17,1794,48,"M","H",101,231706314,2,8,7,"0 - No Injury","No","Veh vs Parked Veh"
1,13,1353,49,"M","H",101,231306923,2,20,0,"1 - Injury","Unknown","Veh vs Veh"
2,13,1313,36,"M","H",101,231320594,11,15,9,"1 - Injury","Yes","Veh vs Veh"
2,8,839,63,"F","W",101,230806352,2,16,18,"1 - Injury","Yes","Veh vs Veh"
7,11,1144,22,"M","H",101,231106123,2,17,0,"0 - No Injury","No","Veh vs Fixed Object"
5,8,804,46,"M","O",101,230806626,3,13,0,"1 - Injury","No","Veh vs Veh"
5,20,2049,15,"M","H",101,232006195,2,13,0,"1 - Injury","No","Veh vs M/C"
7,6,667,53,"M","W",101,230606591,2,14,20,"0 - No Injury","No","Veh vs Parked Veh"
2,19,1944,35,"M","H",101,231906400,2,5,3,"0 - No Injury","No","Veh vs Fixed Object"
4,16,1689,35,"F","H",101,231605886,3,8,0,"0 - No Injury","Yes","Veh vs Veh"
2,20,2079,27,"F","H",101,232006073,2,14,0,"0 - No Injury","No","Veh vs Veh"
5,16,1677,64,"M","W",101,231605740,2,12,0,"0 - No Injury","No","Veh vs Fixed Object"
4,11,1101,53,"M","H",101,231115820,11,9,0,"1 - Injury","No","Veh vs Veh"
3,4,473,22,"M","O",101,230414383,11,17,0,"0 - No Injury","No","Veh vs Parked Veh"
2,15,1548,46,"M","W",101,231517533,11,19,0,"1 - Injury","No","Veh vs M/C"
5,9,935,30,"M","H",101,230906080,2,16,0,"0 - No Injury","No","Veh vs Parked Veh"
2,19,1981,25,"M","H",101,231916675,11,17,2,"1 - Injury","No","Veh vs Veh"
6,20,2062,25,"F","H",108,232006426,2,9,3,"0 - No Injury","No","Veh vs Parked Veh"
6,4,442,33,"M","B",110,230405930,2,18,5,"0 - No Injury","No","Veh vs Fixed Object"
6,18,1837,39,"M","H",108,231806856,2,12,1,"1 - Injury","No","Veh vs Fixed Object"
1,3,358,19,"F","B",101,230306987,2,22,1,"1 - Injury","Unknown","Veh vs Bike"
3,14,1405,38,"M","H",101,231406464,2,20,2,"1 - Injury","No","Veh vs Ped"
5,10,1079,36,"M","W",101,231006267,1,10,54,"0 - No Injury","No","Veh vs Parked Veh"
2,12,1245,60,"F","B",101,231207470,2,12,0,"0 - No Injury","No","Veh vs Veh"
1,1,141,58,"M","B",101,230123888,11,17,0,"0 - No Injury","Yes","Unknown"
7,13,1352,64,"M","B",101,231320425,11,13,0,"1 - Injury","No","Unknown"
5,13,1352,99,"M","H",101,231307135,3,16,0,"0 - No Injury","No","Veh vs Parked Veh"
5,2,212,99,"M","H",101,230206876,3,13,0,"0 - No Injury","No","Veh vs Veh"
4,10,1063,99,"X","X",108,231015931,11,16,0,"0 - No Injury","No","Veh vs Fixed Object"
1,4,409,36,"M","P",101,230405858,2,16,0,"1 - Injury","Yes","Veh vs Ped"
4,9,926,31,"M","W",101,230906031,2,16,0,"1 - Injury","Yes","Veh vs Veh"
3,1,139,20,"F","A",101,230107808,2,10,0,"0 - No Injury","No","Veh vs Veh"
3,16,1612,48,"M","H",101,231605654,2,4,0,"0 - No Injury","No","Veh vs Parked Veh"
2,17,1771,71,"M","W",101,231706236,2,9,0,"0 - No Injury","No","Veh vs Veh"
2,19,1902,50,"M","H",101,231906412,2,7,0,"1 - Injury","No","M/C vs Veh"
1,9,914,20,"M","H",101,230906247,2,22,2,"1 - Injury","Yes","Veh vs M/C"
4,8,892,41,"M","O",101,230816642,11,18,1,"0 - No Injury","No","Veh vs Veh"
5,15,1595,46,"M","H",101,231506242,2,8,0,"0 - No Injury","No","Veh vs Veh"
1,14,1414,66,"M","W",101,231420131,11,16,0,"1 - Injury","No","Veh vs Bike"
4,1,192,22,"M","H",101,230107904,3,17,0,"1 - Injury","Yes","Veh vs Veh"
4,17,1779,46,"M","B",101,231705980,2,9,0,"1 - Injury","No","Veh vs Veh"
3,5,525,62,"M","H",101,230506142,2,9,0,"0 - No Injury","Yes","Veh vs Veh"
7,9,985,36,"F","W",101,230906119,2,17,0,"1 - Injury","No","Veh vs Veh"
3,12,1253,28,"M","H",101,231207546,2,8,0,"0 - No Injury","Yes","Veh vs Veh"
4,8,838,26,"F","W",101,230805953,1,6,23,"1 - Injury","No","Veh vs Bike"
3,14,1405,38,"M","H",101,231406463,2,20,0,"1 - Injury","No","Veh vs Ped"
4,15,1535,50,"F","H",101,231506469,3,9,0,"0 - No Injury","No","Veh vs Veh"
1,20,2029,28,"M","A",101,232006342,2,15,0,"0 - No Injury","Yes","Veh vs Veh"
2,4,452,57,"M","H",101,230405877,2,14,0,"1 - Injury","No","Veh vs Bike"
6,3,375,22,"X","X",101,230307259,3,16,0,"0 - No Injury","No","Veh vs Fixed Object"
1,10,1083,55,"M","W",101,231006268,2,19,9,"0 - No Injury","No","Veh vs Parked Veh"
2,11,1172,38,"M","H",101,231106194,2,14,0,"0 - No Injury","No","Veh vs Parked Veh"
3,7,782,65,"F","H",101,230716923,10,8,30,"1 - Injury","No","Veh vs Veh"
5,7,724,35,"F","W",101,230706422,2,22,1,"1 - Injury","No","Veh vs Veh"
3,2,211,76,"M","H",101,230206443,2,8,0,"1 - Injury","No","Veh vs Ped"
3,11,1181,99,"M","O",101,231106211,2,7,0,"0 - No Injury","No","Veh vs Fixed Object"
7,13,1341,52,"M","W",101,231306890,2,16,0,"0 - No Injury","No","Veh vs Veh"
6,3,356,64,"M","H",101,230306545,2,19,2,"1 - Injury","Yes","Veh vs Ped"
1,1,174,57,"M","B",101,230123975,11,3,2,"0 - No Injury","Yes","Unknown"
6,19,1985,41,"M","H",101,231906331,2,23,1,"0 - No Injury","No","Veh vs Fixed Object"
6,5,589,19,"F","W",101,230506313,3,20,1,"1 - Injury","No","Veh vs Parked Veh"
3,19,1935,87,"M","H",101,231906477,2,16,0,"0 - No Injury","No","Veh vs Veh"
7,20,2022,32,"F","O",101,232005937,2,17,0,"1 - Injury","Yes","Veh vs Ped"
1,3,315,27,"M","H",101,230306977,2,3,0,"1 - Injury","Unknown","Veh vs Veh"
7,20,2069,47,"M","O",101,232006617,3,1,0,"1 - Injury","Yes","Veh vs Veh"
4,7,721,29,"M","H",101,230706554,2,19,6,"1 - Injury","Yes","Veh vs Ped"
3,14,1437,23,"F","B",101,231406433,2,13,0,"1 - Injury","No","Veh vs Parked Veh"
7,20,2034,52,"M","A",101,232006300,2,19,0,"1 - Injury","Yes","Veh vs Veh"
7,6,615,38,"M","W",101,230606319,2,13,0,"0 - No Injury","No","Veh vs Veh"
3,13,1309,35,"F","H",101,231307003,2,15,0,"1 - Injury","No","Veh vs Veh"
5,3,358,99,"M","W",101,230319428,11,9,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
1,9,926,40,"M","O",101,230916420,11,3,4,"0 - No Injury","Unknown","Veh vs Fixed Object"
6,8,811,32,"F","W",101,230806397,2,20,1,"1 - Injury","No","Veh vs Veh"
5,21,2102,37,"M","W",101,232106043,2,8,1,"1 - Injury","No","Veh vs Veh"
4,4,421,99,"M","O",101,230405938,3,5,0,"0 - No Injury","No","Veh vs Veh"
5,9,926,16,"M","O",101,230906081,2,19,0,"1 - Injury","Yes","Veh vs Ped"
3,16,1641,78,"M","W",101,231605662,2,10,0,"1 - Injury","Yes","Veh vs Veh"
6,18,1849,47,"M","H",101,231807122,3,8,0,"0 - No Injury","Unknown","Veh vs Veh"
5,14,1469,32,"F","B",101,231406499,3,12,0,"0 - No Injury","No","Veh vs Veh"
1,13,1352,45,"M","H",101,231306931,2,21,1,"1 - Injury","Yes","Veh vs Veh"
3,7,742,52,"M","A",101,230706632,2,23,2,"1 - Injury","Yes","Veh vs Veh"
4,15,1566,31,"M","W",101,231506169,2,0,0,"1 - Injury","Yes","Unknown"
5,19,1952,23,"M","H",101,231906299,2,6,0,"0 - No Injury","No","Veh vs Fixed Object"
6,1,119,49,"M","O",101,230123716,11,5,0,"1 - Injury","No","Veh vs Ped"
2,15,1505,57,"M","W",101,231506404,2,18,1,"1 - Injury","Yes","Veh vs Ped"
1,1,151,99,"M","W",101,230107675,2,1,0,"0 - No Injury","No","Veh vs Fixed Object"
4,9,984,28,"F","W",101,230916408,11,18,1,"0 - No Injury","No","Veh vs Fixed Object"
3,7,749,27,"M","H",101,230717131,11,19,0,"1 - Injury","No","Veh vs Ped"
7,12,1249,32,"M","B",101,231207402,2,3,0,"1 - Injury","Unknown","Veh vs Veh"
4,9,952,45,"M","W",108,230906311,2,18,21,"0 - No Injury","No","Veh vs Veh"
1,16,1684,35,"M","H",101,231605932,2,15,5,"0 - No Injury","No","Veh vs Veh"
7,10,1061,63,"M","O",101,231006183,2,22,1,"1 - Injury","No","Veh vs Ped"
3,20,2027,30,"M","H",101,232006481,2,20,1,"1 - Injury","No","Veh vs Veh"
5,14,1479,58,"M","B",101,231420020,11,8,0,"1 - Injury","No","Veh vs Veh"
3,21,2169,62,"F","O",101,232116465,11,18,1,"1 - Injury","Yes","Veh vs Veh"
5,20,2079,23,"M","H",101,232006525,2,23,7,"1 - Injury","No","Veh vs Parked Veh"
1,20,2005,56,"M","O",101,232017851,11,20,1,"1 - Injury","No","Veh vs Veh"
6,13,1353,62,"M","B",101,231306891,2,19,1,"1 - Injury","Yes","Veh vs Ped"
2,13,1383,39,"M","B",101,231306945,2,11,0,"0 - No Injury","No","Veh vs Veh"
6,7,724,48,"M","W",108,230704838,1,13,7,"0 - No Injury","No","Veh vs Parked Veh"
7,13,1377,49,"M","H",101,231306887,2,15,0,"0 - No Injury","No","Veh vs Parked Veh"
7,21,2138,25,"M","O",101,232105821,2,23,1,"0 - No Injury","No","Veh vs Veh"
6,3,333,51,"M","B",101,230307253,3,7,0,"1 - Injury","Yes","Veh vs Veh"
7,10,1033,45,"M","W",101,231006160,2,3,0,"0 - No Injury","No","Veh vs Parked Veh"
2,2,237,40,"M","H",101,230206710,2,15,0,"1 - Injury","No","Veh vs Veh"
5,7,752,65,"F","B",101,230706406,2,13,0,"1 - Injury","No","Veh vs Veh"
1,19,1958,35,"M","H",101,231916526,11,1,0,"1 - Injury","No","Veh vs Parked Veh"
3,6,667,55,"F","W",101,230606458,2,8,0,"1 - Injury","No","Veh vs Bike"
2,2,236,32,"M","H",101,230220879,11,19,0,"0 - No Injury","No","Veh vs Parked Veh"
2,2,257,76,"F","H",101,230220916,11,19,0,"1 - Injury","Yes","Veh vs Ped"
4,15,1563,24,"M","H",101,231506341,2,18,4,"1 - Injury","No","Unknown"
5,4,422,30,"F","H",101,230405999,3,1,0,"1 - Injury","Yes","Veh vs Fixed Object"
2,20,2029,76,"M","A",101,232006435,2,20,1,"1 - Injury","Yes","Veh vs Veh"
4,18,1826,50,"F","H",101,231806759,2,22,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
6,3,362,25,"F","B",101,230306878,2,18,0,"1 - Injury","Unknown","Veh vs Ped"
1,11,1181,69,"M","H",101,231115675,11,9,0,"1 - Injury","Yes","Veh vs Ped"
3,4,473,62,"F","H",101,230414382,11,17,0,"0 - No Injury","Yes","Veh vs Veh"
7,17,1739,32,"F","H",101,231706166,2,20,1,"1 - Injury","Yes","Veh vs Veh"
7,9,941,29,"F","W",101,230906209,2,20,2,"1 - Injury","No","Veh vs Parked Veh"
1,6,676,46,"M","W",101,230606361,2,15,0,"0 - No Injury","Yes","Veh vs Veh"
3,4,499,99,"M","O",101,230405919,2,15,0,"0 - No Injury","No","Veh vs Fixed Object"
1,11,1172,46,"M","H",101,231115692,11,23,1,"0 - No Injury","No","Veh vs Fixed Object"
3,1,152,41,"F","W",101,230124050,11,17,0,"0 - No Injury","Yes","Veh vs Veh"
4,13,1391,60,"F","C",101,231307032,3,0,0,"0 - No Injury","No","Veh vs Veh"
2,13,1322,44,"F","H",101,231306947,2,15,0,"1 - Injury","Yes","Veh vs Veh"
2,2,265,99,"M","O",101,230206713,2,17,0,"0 - No Injury","No","Veh vs Veh"
3,14,1405,38,"F","H",101,231406465,2,20,2,"1 - Injury","No","Veh vs Ped"
6,15,1525,59,"M","H",101,231506288,2,9,0,"1 - Injury","No","Veh vs Veh"
4,17,1745,46,"M","O",101,231706038,2,12,1,"1 - Injury","No","Veh vs Bike"
3,20,2058,23,"M","H",101,232006480,2,20,1,"1 - Injury","Unknown","Veh vs Ped"
1,1,111,31,"M","B",101,230107701,2,15,0,"1 - Injury","No","Veh vs Veh"
1,12,1255,24,"M","W",101,231223055,11,19,2,"1 - Injury","Unknown","Veh vs Veh"
1,19,1998,32,"M","H",101,231906390,2,23,1,"1 - Injury","No","Veh vs Parked Veh"
1,13,1372,44,"M","H",101,231320492,11,21,1,"1 - Injury","Yes","Veh vs Veh"
5,1,111,99,"M","H",101,230107955,3,8,0,"0 - No Injury","No","Veh vs Parked Veh"
5,1,132,49,"F","B",101,230124189,11,13,0,"0 - No Injury","Yes","Veh vs Veh"
7,13,1347,25,"M","H",101,231306892,2,22,1,"0 - No Injury","No","Veh vs Veh"
6,15,1516,33,"M","W",101,231506289,2,10,0,"0 - No Injury","No","Veh vs Veh"
2,15,1538,39,"F","W",101,231506403,2,20,1,"1 - Injury","No","Veh vs Veh"
5,16,1658,70,"M","W",101,231605737,2,14,0,"0 - No Injury","No","Veh vs Fixed Object"
4,17,1791,18,"M","H",101,231706411,3,12,0,"1 - Injury","Yes","Veh vs M/C"
7,9,969,29,"F","O",101,230906293,2,23,4,"0 - No Injury","No","Veh vs Veh"
4,10,1003,26,"M","A",101,231006321,3,19,0,"0 - No Injury","No","Veh vs Veh"
6,7,706,28,"F","H",101,230706177,2,16,1,"1 - Injury","Yes","Veh vs Bike"
4,20,2027,17,"M","O",101,232006510,3,18,0,"1 - Injury","Yes","Veh vs Bike"
7,14,1453,22,"M","O",101,231406219,2,16,12,"0 - No Injury","Yes","Veh vs Veh"
5,9,957,54,"M","W",101,230906058,2,7,0,"0 - No Injury","No","Veh vs Veh"
6,8,828,26,"M","O",101,230816736,11,23,1,"0 - No Injury","Yes","Veh vs Fixed Object"
2,16,1654,28,"F","W",101,231614037,11,11,0,"1 - Injury","Yes","Veh vs Veh"
7,4,448,22,"M","H",101,230414132,11,23,1,"0 - No Injury","Yes","Veh vs Veh"
3,8,847,17,"M","O",101,230816878,11,18,0,"0 - No Injury","No","Veh vs Veh"
4,2,231,27,"M","H",101,230220557,11,1,0,"0 - No Injury","No","Veh vs Parked Veh"
6,1,112,57,"F","B",101,230123974,10,13,39,"0 - No Injury","Yes","Veh vs Veh"
4,20,2019,43,"M","H",101,232017716,11,7,0,"0 - No Injury","No","Veh vs Veh"
7,13,1351,45,"M","H",101,231320420,11,13,0,"0 - No Injury","No","Veh vs Parked Veh"
5,15,1549,62,"F","H",101,231517709,11,13,0,"0 - No Injury","Yes","Veh vs Veh"
3,12,1268,37,"M","H",101,231222704,11,18,1,"1 - Injury","Unknown","Veh vs M/C"
7,7,732,35,"M","W",101,230717015,11,22,1,"0 - No Injury","No","Veh vs Parked Veh"
4,8,881,18,"F","H",101,230813804,8,16,12,"1 - Injury","No","Veh vs M/C"
5,14,1406,29,"M","O",101,231420057,11,23,1,"0 - No Injury","Yes","Veh vs Veh"
4,7,719,20,"F","H",101,230717118,11,18,6,"1 - Injury","Yes","Veh vs Veh"
6,1,157,36,"M","B",101,230123738,11,11,0,"1 - Injury","No","Veh vs Ped"
6,2,235,62,"M","H",101,230221203,11,18,1,"1 - Injury","Yes","Veh vs Ped"
1,14,1463,63,"M","W",101,231420140,11,5,0,"0 - No Injury","Yes","Veh vs Veh"
3,4,497,53,"M","H",101,230414384,11,16,1,"0 - No Injury","Yes","Veh vs Veh"
4,10,1025,22,"F","H",101,231015921,11,11,0,"0 - No Injury","No","Veh vs Veh"
2,15,1515,70,"F","H",101,231517529,11,15,0,"0 - No Injury","No","Veh vs Veh"
7,17,1712,43,"M","H",101,231717552,11,19,2,"1 - Injury","No","Veh vs Veh"
3,16,1657,18,"M","O",101,231614078,11,21,1,"1 - Injury","Yes","Veh vs Veh"
1,19,1962,41,"M","W",101,231916525,11,0,0,"0 - No Injury","No","Veh vs Parked Veh"
4,5,526,30,"F","H",101,230515848,11,0,0,"1 - Injury","Yes","Veh vs Ped"
6,8,811,56,"M","W",101,230816735,11,17,0,"1 - Injury","No","Veh vs M/C"
2,13,1317,30,"F","H",101,231320497,11,7,0,"1 - Injury","Yes","Veh vs Ped"
3,1,156,52,"M","W",101,230124046,11,14,0,"0 - No Injury","Yes","Veh vs Veh"
3,1,111,49,"M","A",101,230124068,11,18,0,"0 - No Injury","Yes","Unknown"
4,9,971,39,"F","O",101,230916402,11,13,0,"1 - Injury","No","Veh vs Veh"
3,16,1622,21,"F","H",101,231614084,11,18,1,"0 - No Injury","No","Veh vs Parked Veh"
3,21,2177,72,"M","A",101,232116435,11,6,0,"0 - No Injury","No","Veh vs Other Object"
2,19,1983,48,"M","H",101,231916592,11,15,0,"1 - Injury","No","Veh vs Parked Veh"
3,2,246,42,"M","H",101,230220554,11,21,1,"0 - No Injury","No","Veh vs Veh"
